5 header
seeds_fromRandom 3.0.0-alpha-84-g2f1e0644 -N 2000 -g 32 32 32
grid	a 32	b 32	c 32
size	x 1.0	y 1.0	z 1.0
randomSeed	None
1_pos 2_pos 3_pos 1_euler 2_euler 3_euler microstructure
0.632899187058415 0.6995305789703069 0.5445053271147886 297.635651911693 62.53772452619056 29.183501229042168 1
0.11505184244191205 0.9229762783790536 0.2911991364316008 266.7842362113836 37.89145516426088 330.14035154518876 2
0.7961673126640025 0.7093224651881929 0.7061054331570089 39.03630738077173 79.31465159307373 186.0330248973221 3
0.17704416561315334 0.19574871477900022 0.3533494683774281 248.8176320490584 125.54783699389412 154.2095752772687 4
0.8944657308489158 0.23140537453879015 0.9896683833780386 123.33996608001361 127.14925964068391 202.71532478984943 5
0.23573368596251862 0.8663301849301526 0.45183407627817546 237.6811534438498 130.69620946036457 261.4626685106288 6
0.22972975355669306 0.9462221026009707 0.9836086024614389 19.227461190247773 20.80263983895424 220.55880053879144 7
0.9814655864054991 0.20988748838839347 0.012425575808856483 279.5402658589649 75.44601166585058 277.25494193636956 8
0.7029416261843051 0.7099056327213163 0.23820084404198724 100.15979775607713 129.17919269834178 261.7080302514687 9
0.5498094005473999 0.9240573139549291 0.9456933759124949 105.86860884553418 65.08417658402479 28.58331327650518 10
0.328040480761808 0.7362418238362032 0.9155956284557399 49.32329401341656 94.99161854520007 287.4937964598325 11
0.4841477170556555 0.8605526899681635 0.8280699723711634 59.094950434278644 157.15872953054685 24.845345607287324 12
0.9772995287564026 0.2355318810871044 0.5396449224978958 339.3840616738493 116.04411755803669 266.37902616535666 13
0.1669788445232664 0.45732080602895625 0.04961507044821728 74.18169395267269 149.84381738025425 267.23480337423047 14
0.5518496387758368 0.20208163568998272 0.5498756529933105 150.66760605944108 69.58293548643613 253.52169569930032 15
0.2654275757117359 0.47888056693658576 0.2676074742781336 188.0461498058018 103.20936468123739 344.58149431134825 16
0.021118937324606103 0.11512754300784933 0.10334875022802634 293.87071397705097 21.91309929267392 103.51886264745802 17
0.6017193331037886 0.6130659157128071 0.39192259840579435 340.61123738272977 73.60973322433493 293.7827946824205 18
0.7050594293095338 0.8604259276489402 0.10733710774834818 334.5827577309178 31.712793854591222 231.95778125198183 19
0.32167082745739733 0.16787669276030212 0.26072403279571266 317.0959973420373 81.86488815065121 280.28270195000385 20
0.8957139642385975 0.6149905875848463 0.7985511217270389 270.4783076903181 29.63847862537624 358.0995121117859 21
0.6765496422431148 0.5209630667703797 0.135468565700632 16.650368305822685 108.33083759702393 18.46761556318546 22
0.45752191478367094 0.9532594168379591 0.6038770474121299 31.55576960825821 107.47698398498777 91.6850908100072 23
0.7059518607488969 0.012407465204381525 0.830133357573702 165.4502367082081 76.07111482797315 1.49709617061065 24
0.6385589359749035 0.8622646216821672 0.915265296624479 347.8199015160981 22.26312456878973 199.08032392202566 25
0.23716658973554408 0.04463366537314425 0.01892753322493592 102.40966612203789 121.87051993377288 101.87564924064235 26
0.9157327852053465 0.3972750279836297 0.5104869570272509 289.18444630643796 98.889569097935 218.07925372743 27
0.48826384246073085 0.5158092791329775 0.05073597624893252 341.3599386495233 54.68854360166397 184.18753489407763 28
0.020635060690762347 0.8534930685924625 0.7661852266511957 75.10922109194604 21.54454187167435 0.43856115966284914 29
0.29000911120358713 0.38475401219392386 0.7420620233680076 58.790552613750414 8.312786356233666 180.20692856712358 30
0.828002257641746 0.44648440078417506 0.3840376698161549 210.84766817921528 61.42299100506471 157.9296239733425 31
0.6431807951569721 0.3978434122724367 0.6024971338826444 300.3847001191492 104.68073483542751 274.3935558521482 32
0.7269289558110569 0.05230834956768406 0.1676805459187429 180.62025288177514 121.82188511711604 92.1814090679176 33
0.422299155153104 0.6970052968474671 0.7622314630560878 261.5942906479079 154.9197265688911 57.46112880131531 34
0.8644101198223608 0.021863733892101472 0.6674650441642185 340.60751022173025 92.32725703853477 229.64043737437893 35
0.9497940506261893 0.2094849936605438 0.5520095529535789 134.86750426063097 73.89819177712491 131.2870319232664 36
0.48265153505428465 0.27259748239555287 0.3880086514460998 264.55208945098894 65.47507889246779 258.85387496669046 37
0.4152073448491013 0.47891527135661643 0.08542036719572657 75.27536191723675 141.04784426986538 94.11465504762168 38
0.07336379223818305 0.9192948032379663 0.3654469678537042 315.36364354140034 52.23790561444761 49.143905142052596 39
0.771728967461532 0.7300695266408606 0.4888066343383876 338.7252556047295 107.51311424830874 242.09576706066335 40
0.6369182374188112 0.7938033118801677 0.7339905945891626 280.50308265372706 131.1217620736813 111.9911264945788 41
0.9536324433837378 0.9205625408244669 0.5760524844287327 136.29428679692649 86.47954666542975 125.7302650492192 42
0.7944034759501816 0.11444648989010214 0.5703527123077081 128.56060195466117 143.38281510279268 204.07755586367986 43
0.14407421860575156 0.2729339458645058 0.42786082957292887 190.47519572082615 67.57323283780934 337.9459344370028 44
0.9234723847829658 0.41816150770841065 0.8333181654214163 276.15401059041346 71.94717483592174 69.74372364730378 45
0.7102843150471118 0.9767242321136951 0.11489938297250549 2.2546005810499503 8.641859574526595 158.4140066468358 46
0.8537883769121358 0.9453774481351589 0.1454559268360839 234.4176266801375 40.3165689713706 212.94965730465472 47
0.008869296929902539 0.6098770280811142 0.08078725973785374 285.55609412212056 167.11874560014454 139.48130340375226 48
0.6043619617199303 0.24134875216498464 0.9184487196915504 153.61099784672243 84.6487238357919 162.074559171869 49
0.1701630524729545 0.923481303986627 0.19950814341730874 344.9480744602876 57.19419094452091 207.7588761107226 50
0.6102450702665491 0.8646994372082105 0.13944967782370998 42.861837510569515 65.17162062323305 353.236002481068 51
0.8828137299734483 0.04831027571077583 0.3530284383593094 127.11074225718359 92.53025781132527 79.67726011793687 52
0.14771720148855808 0.04888911485091764 0.7684196458167075 207.53480313549065 79.34374272671421 272.3934596710808 53
0.542501566892579 0.42020950754769953 0.3641418542479713 190.73587756622848 84.9188085095081 211.67451239378903 54
0.9915431301417869 0.4278971430940385 0.8212593100709974 152.9814794712935 159.85800473183565 133.18837310404646 55
0.6104078986404649 0.27008908989140556 0.8295995040513783 52.09068169266556 45.88873449970308 12.492830383001623 56
0.7296411291764779 0.049976045188433404 0.3833016296079974 312.90328386192215 57.25047854006142 152.6465609093712 57
0.07289564093263834 0.5453856877249346 0.5436307440431218 272.2411535169455 106.91837587134975 312.6149179199489 58
0.8900584521352487 0.8842310347228686 0.17209993191755416 355.7244278713202 128.8362382314449 18.887933490208564 59
0.892066836621015 0.9489804562070264 0.986887497365216 203.00663021727271 26.52137581196968 260.5005005370157 60
0.204638837048725 0.6134277268817981 0.32327372664451487 84.07019508551446 30.379405191441524 331.72603711159155 61
