5 header
seeds_fromRandom 3.0.0-alpha-84-g2f1e0644 -N 100 -g 16 16 16 -s 1 1 1
grid	a 16	b 16	c 16
size	x 1.0	y 1.0	z 1.0
randomSeed	None
1_pos 2_pos 3_pos 1_euler 2_euler 3_euler microstructure
0.09838564666201638 0.9677141593214089 0.7788397509653755 241.2215190049823 95.77755652330285 156.1330502084275 1
0.35139482363809194 0.4072566210969232 0.8936249331106684 111.95870901889033 138.4891618433726 290.2000258788015 2
0.4758899904458599 0.8987821161957027 0.9161063910481874 42.159831007587115 128.38432131146433 74.9721723864579 3
0.9769715290049119 0.5180332845731084 0.7078223256473267 149.25004398062256 135.35008483633598 140.96842866527933 4
0.723934985440575 0.4183683137407421 0.08327185035848059 177.8435654598628 121.56135344174811 0.583592498110197 5
0.393835032285094 0.5175920180353571 0.8335821596749305 6.784053961511578 123.22821483431233 37.39241216294813 6
0.3576915661757747 0.5893852127596871 0.9187071375852578 307.70573746826955 122.54996929387035 122.06718056002406 7
0.6569846095918898 0.8341891981849743 0.7113676445618643 53.592685470310485 69.10540569590306 81.91765692784217 8
0.6511527997128241 0.5912006705114223 0.7805942121623008 118.20601895911526 116.99451623719912 48.78684956259366 9
0.5951305093362985 0.544243843395419 0.6415399275226336 187.28690308667498 43.540812038134035 241.64937574125054 10
0.1416979151183043 0.21288511206669758 0.9017418690958579 227.42823969756915 91.87756163200388 217.614196862962 11
0.4567415296433271 0.6690979425826733 0.5791755178497678 73.43008600520336 21.29241267066676 241.11618397344685 12
0.16940819872867563 0.27436080255931966 0.8480410701411981 321.4927582714092 37.5117582331753 301.2076237136136 13
0.29501435582048074 0.7734232879085119 0.7301274509886476 223.1606729430282 61.75916822782581 14.006490401633492 14
0.3503360736482146 0.5335285344609162 0.403083982664377 15.430934827086066 107.05371952837662 153.2602104047559 15
0.3525710052717938 0.34309011381672483 0.8526365193426289 195.10070312659812 156.27014906920695 174.24193560133153 16
0.7324999145970955 0.5400133738051242 0.28619140121380043 338.8915791838501 74.11591877464463 334.68767823671743 17
0.35243465103143934 0.9605604803774503 0.9552021507589243 193.63765386390978 68.3274338829635 344.1495411051003 18
0.6428419906734983 0.7138694433033711 0.9659108609093404 304.60710431107003 37.6861825006645 255.4126252418798 19
0.46829130694110194 0.15324299141127937 0.2710210666465612 125.55946611277776 129.8799254339723 226.53252476590797 20
0.0940672683400414 0.4555837931453553 0.9164412951946286 294.9711234346677 46.18034953310567 65.15712545362872 21
0.101271396587657 0.6624824658976936 0.8947060842772454 172.874412728075 70.97297743487788 341.21868144916186 22
0.15745851828552948 0.2932790891179241 0.3384047071028468 71.57589828635614 116.22698282752178 56.19200368977159 23
0.5789419372099314 0.3343279298081534 0.07934545825395513 350.00296796998504 97.86437213968267 269.163367513516 24
0.5906527675527887 0.9660220418002702 0.6675599941909525 97.69425436134867 128.5475210945397 131.6081675059479 25
0.4604973353701437 0.9622677583699182 0.7327639153580642 338.13664804205695 114.77175992935436 46.88380882850344 26
0.027271007598919227 0.6605715859400386 0.6688777549817714 188.3321306081164 92.3630290600282 17.70806632070283 27
0.6023919242930578 0.40815563745053585 0.031734848419078365 324.1230266309485 111.22681458853698 51.566006661275864 28
0.4829592136913677 0.16943429446961056 0.840521804899509 120.24276805547358 122.3412827572072 120.39569844292278 29
0.1582655306642984 0.5959479038903704 0.7226038574289507 297.77902986114265 96.92521555061549 245.64648015879985 30
0.8576595906036846 0.019374881671738918 0.9100001953652288 154.52776338232667 93.60288453062851 191.90344916753713 31
0.5997639651816146 0.5240019690018762 0.4210355736774024 118.7720356097741 109.76780139565736 21.076244840677994 32
0.09414283552423515 0.33302161340436026 0.46928555070254174 92.79288251799619 44.35044417181093 330.3877081711651 33
0.5170273400389775 0.7759013581518015 0.7194701281494738 353.72194142242654 102.57930765494616 55.006278001152104 34
0.03940738718594984 0.016213677284913172 0.09670798766670535 27.1908555625221 128.56026068911666 111.85721076750919 35
0.021239260065729182 0.40891833284453694 0.2689616227173762 51.8097895506571 115.83714842891479 188.47618055167058 36
0.5845283535283681 0.343258930662107 0.8417173683819308 230.11413454084862 43.85663128810406 313.1241869015127 37
0.34604976672058624 0.22513604954440847 0.9697116225948976 143.33264664411692 104.31491180423424 339.16104787141103 38
0.08653925660555141 0.8356815072581456 0.9785882814784597 187.99622270546027 28.17097829932544 118.00392445761071 39
0.8544985612850143 0.1713981674475824 0.22000543138829792 263.4773121428385 105.82271496180648 73.24309087111504 40
0.6660216693616688 0.6043974046000101 0.044089402584503376 201.7708190076405 108.65189030204085 330.00878687963524 41
0.8529483680587842 0.668460912687879 0.3590922613004749 352.50312949774275 58.06612781887686 67.36683655077454 42
0.038974331089446215 0.09059106892536749 0.7893242849463019 101.0472420676934 126.0077491850803 13.638434492909548 43
0.02450198955488535 0.27676561957388024 0.8377257067367059 170.68972172659616 31.58260534452173 220.47825159286086 44
0.908320340170818 0.6530783700553177 0.6074129193426335 315.46079778659794 150.52525093071776 296.53260304495734 45
0.4657434721463807 0.7943459045875321 0.4194925057788796 214.0073342376706 79.29146196938534 40.14670254468064 46
0.523788615350985 0.7864642533165923 0.8340169381002548 166.09962592038264 72.2089730263556 295.3710793581639 47
0.16076797772285287 0.09479211160759146 0.32840138663618595 76.035897316325 120.79589357314367 11.855793686974948 48
0.3291005882430132 0.7722604873810525 0.2867535884716417 238.86148865039334 37.06022834382162 52.70048109963034 49
0.4007184915760645 0.9735987261932016 0.1476282517322715 34.52786082666408 67.69781411793923 234.67172596487507 50
0.7857777974610137 0.0960649384251909 0.3409112277210529 54.87057335062593 36.92992469894704 211.9728801032212 51
0.9173829764241345 0.21940992852812713 0.8463437602313741 253.5285094532935 50.332180574243864 354.71264155307966 52
0.6702342287498262 0.4706489838249442 0.03127745197750024 51.15592784728344 31.32954836777474 323.43322094747094 53
0.5250541140346285 0.6436786403362066 0.41197768274170626 210.51252346883552 132.10244629120638 239.09645084544348 54
0.03247204972004948 0.15904335195291053 0.4062779863261429 212.38029818307524 126.69722698022133 190.97936792552855 55
0.6706644182265343 0.29362794735083836 0.7249026009598947 271.82901818473744 34.491980715517606 223.6305736205136 56
0.40940556305462183 0.6079920312188695 0.1592600748791722 94.55341157944865 162.3541877814897 341.81946426690047 57
0.15108811538546363 0.599722149632004 0.6608580603849035 307.3833942964677 94.96781305909704 48.29286702188291 58
0.7956166962750891 0.21128264564341945 0.14423859369771963 233.72958891112702 22.740375327945603 141.9476097733213 59
0.8292754397310362 0.4611231252009558 0.7682315787103988 51.94181475717804 89.7420580104335 124.90440550597444 60
0.6052903058248504 0.3942664278291636 0.2034109689037276 66.32858896733974 105.75315560979736 46.23977083790687 61
